id	element	context	subject	predicate_label	predicate_uri	object_label	object_uri
/dataset	/dataset	eml	dataset	is about	http://purl.obolibrary.org/obo/IAO_0000136	hydrological process	http://purl.obolibrary.org/obo/ENVO_02500031
/Sites	/dataTable	dataset	Sites	is about	http://purl.obolibrary.org/obo/IAO_0000136	study location identifier	http://purl.dataone.org/odo/ECSO_00002767
/Sites/SiteCode	/dataTable/attribute	Sites	SiteCode	contains measurements of type	http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#containsMeasurementsOfType	study location identifier	http://purl.dataone.org/odo/ECSO_00002767
/Sites/SiteName	/dataTable/attribute	Sites	SiteName	contains measurements of type	http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#containsMeasurementsOfType	study location name	http://purl.dataone.org/odo/ECSO_00002768
/Sites/Latitude	/dataTable/attribute	Sites	Latitude	contains measurements of type	http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#containsMeasurementsOfType	latitude coordinate	http://purl.dataone.org/odo/ECSO_00002130
/Sites/Longitude	/dataTable/attribute	Sites	Longitude	contains measurements of type	http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#containsMeasurementsOfType	longitude coordinate	http://purl.dataone.org/odo/ECSO_00002132
/Sites/LatLongDatumSRSName	/dataTable/attribute	Sites	LatLongDatumSRSName				
/Sites/Elevation_m	/dataTable/attribute	Sites	Elevation_m	contains measurements of type	http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#containsMeasurementsOfType	elevation	http://purl.dataone.org/odo/ECSO_00001567
/Sites/VerticalDatum	/dataTable/attribute	Sites	VerticalDatum				
/Sites/LocalX	/dataTable/attribute	Sites	LocalX				
/Sites/LocalY	/dataTable/attribute	Sites	LocalY				
/Sites/LocalProjectionSRSName	/dataTable/attribute	Sites	LocalProjectionSRSName				
/Sites/PosAccuracy_m	/dataTable/attribute	Sites	PosAccuracy_m				
/Sites/State	/dataTable/attribute	Sites	State				
/Sites/County	/dataTable/attribute	Sites	County				
/Sites/Comments	/dataTable/attribute	Sites	Comments				
/Sites/SiteType	/dataTable/attribute	Sites	SiteType				
/Variables	/dataTable	dataset	Variables	is about	http://purl.obolibrary.org/obo/IAO_0000136		
/Variables/VariableCode	/dataTable/attribute	Variables	VariableCode				
/Variables/VariableName	/dataTable/attribute	Variables	VariableName				
/Variables/VariableUnitsName	/dataTable/attribute	Variables	VariableUnitsName				
/Variables/SampleMedium	/dataTable/attribute	Variables	SampleMedium				
/Variables/ValueType	/dataTable/attribute	Variables	ValueType				
/Variables/IsRegular	/dataTable/attribute	Variables	IsRegular				
/Variables/TimeSupport	/dataTable/attribute	Variables	TimeSupport				
/Variables/TimeUnitsName	/dataTable/attribute	Variables	TimeUnitsName				
/Variables/DataType	/dataTable/attribute	Variables	DataType				
/Variables/GeneralCategory	/dataTable/attribute	Variables	GeneralCategory				
/Variables/NoDataValue	/dataTable/attribute	Variables	NoDataValue				
/Methods	/dataTable	dataset	Methods				
/Methods/MethodCode	/dataTable/attribute	Methods	MethodCode				
/Methods/MethodDescription	/dataTable/attribute	Methods	MethodDescription				
/Methods/MethodLink	/dataTable/attribute	Methods	MethodLink				
/Sources	/dataTable	dataset	Sources				
/Sources/SourceCode	/dataTable/attribute	Sources	SourceCode				
/Sources/Organization	/dataTable/attribute	Sources	Organization				
/Sources/SourceDescription	/dataTable/attribute	Sources	SourceDescription	contains measurements of type	http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#containsMeasurementsOfType	data source	http://purl.dataone.org/odo/ECSO_00002744
/Sources/SourceLink	/dataTable/attribute	Sources	SourceLink	contains measurements of type	http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#containsMeasurementsOfType	data source	http://purl.dataone.org/odo/ECSO_00002744
/Sources/ContactName	/dataTable/attribute	Sources	ContactName				
/Sources/Phone	/dataTable/attribute	Sources	Phone				
/Sources/Email	/dataTable/attribute	Sources	Email				
/Sources/Address	/dataTable/attribute	Sources	Address				
/Sources/City	/dataTable/attribute	Sources	City				
/Sources/State	/dataTable/attribute	Sources	State				
/Sources/ZipCode	/dataTable/attribute	Sources	ZipCode				
/Sources/Citation	/dataTable/attribute	Sources	Citation	contains measurements of type	http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#containsMeasurementsOfType	data source	http://purl.dataone.org/odo/ECSO_00002744
/QualityControlLevels	/dataTable	dataset	QualityControlLevels				
/QualityControlLevels/QualityControlLevelCode	/dataTable/attribute	QualityControlLevels	QualityControlLevelCode				
/QualityControlLevels/Definition	/dataTable/attribute	QualityControlLevels	Definition				
/QualityControlLevels/Explanation	/dataTable/attribute	QualityControlLevels	Explanation				
/DataValues	/dataTable	dataset	DataValues				
/DataValues/ValueID	/dataTable/attribute	DataValues	ValueID				
/DataValues/DataValue	/dataTable/attribute	DataValues	DataValue				
/DataValues/ValueAccuracy	/dataTable/attribute	DataValues	ValueAccuracy				
/DataValues/LocalDateTime	/dataTable/attribute	DataValues	LocalDateTime	contains measurements of type	http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#containsMeasurementsOfType	date and time of measurement	http://purl.dataone.org/odo/ECSO_00002043
/DataValues/UTCOffset	/dataTable/attribute	DataValues	UTCOffset				
/DataValues/DateTimeUTC	/dataTable/attribute	DataValues	DateTimeUTC	contains measurements of type	http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#containsMeasurementsOfType	date and time of measurement	http://purl.dataone.org/odo/ECSO_00002043
/DataValues/SiteCode	/dataTable/attribute	DataValues	SiteCode				
/DataValues/VariableCode	/dataTable/attribute	DataValues	VariableCode				
/DataValues/OffsetValue	/dataTable/attribute	DataValues	OffsetValue				
/DataValues/OffsetTypeCode	/dataTable/attribute	DataValues	OffsetTypeCode				
/DataValues/CensorCode	/dataTable/attribute	DataValues	CensorCode				
/DataValues/QualifierCode	/dataTable/attribute	DataValues	QualifierCode				
/DataValues/MethodCode	/dataTable/attribute	DataValues	MethodCode				
/DataValues/SourceCode	/dataTable/attribute	DataValues	SourceCode				
/DataValues/QualityControlLevelCode	/dataTable/attribute	DataValues	QualityControlLevelCode				
/SeriesCatalog	/dataTable	dataset	SeriesCatalog				
/SeriesCatalog/SeriesID	/dataTable/attribute	SeriesCatalog	SeriesID				
/SeriesCatalog/SiteCode	/dataTable/attribute	SeriesCatalog	SiteCode				
/SeriesCatalog/SiteName	/dataTable/attribute	SeriesCatalog	SiteName				
/SeriesCatalog/VariableCode	/dataTable/attribute	SeriesCatalog	VariableCode				
/SeriesCatalog/VariableName	/dataTable/attribute	SeriesCatalog	VariableName				
/SeriesCatalog/VariableUnitsName	/dataTable/attribute	SeriesCatalog	VariableUnitsName				
/SeriesCatalog/SampleMedium	/dataTable/attribute	SeriesCatalog	SampleMedium				
